plot_ID,species,cover_percent,life_form,growth_form,height_cm,length_cm,width_cm,spinescence,n_spines,hairs,leaf_size,bulk_density,cageyness,woody_diameter,woody_n_stems,reproductive_height,specimen_notes,reserve,site_ID,time,date,weather,megafauna_presence,topographic_position,bare_ground,rock_cover,tsq_x_shrub,tsq_t_shrub,tsq_x_tree,tsq_t_tree,camera_ID,notes,identification,species_per_reserve,species_per_plot,species_per_site,growth_forms_per_site,growth_forms_per_plot
DA_S01_P01,Aristida aequiglumis,1,Graminoid,ug (Sparse upward graminoid),23,7,5,Absent,,absent,Thin linear,low,Not cagey,,"",82,"",Dabchick,DA_S01,13:05,05/03/2024,"Sunny, very windy ",Antelope droppings,Slightly sloped,30,15,60,20,108,80,"","",species_level,145,25,58,10,9
KA_S01_P04,Aristida aequiglumis,15,Graminoid,rt (Relaxed tussock graminoid),16,36,29,Absent,,absent,Thin linear,high,Not cagey,,"",48,"",Kaingo,KA_S01,15:02,13/03/2024,"Sunny, some clouds",Zebra and other antelope droppings nearby,Flat,50,5,210,460,265,340,"","",species_level,81,14,24,8,5
KA_S01_P05,Aristida aequiglumis,10,Graminoid,rt (Relaxed tussock graminoid),28,27,15,Absent,,absent,Thin linear,high,Not cagey,,"",70,"",Kaingo,KA_S01,15:44,13/03/2024,"Sunny, some clouds","Elephant dung nearby, small antelope droppings in plot",Flat,45,0,240,150,350,150,"","",species_level,81,7,24,8,4
SU_S03_P01,Aristida canescens,1,Graminoid,ug (Sparse upward graminoid),9,4,3.5,Absent,,absent,Thin linear,low,Not cagey,,"",62,"",Summerplace,SU_S01,12:45,02/03/2024,"Sunny, some clouds",Cattle dung nearby,Flat,10,0,30,100,290,440,"","",species_level,132,16,68,12,7
DA_S05_P03,Aristida canescens,5,Graminoid,ug (Sparse upward graminoid),3,5,3,Absent,,leaves,Thin linear,low,Not cagey,,"",48,"",Dabchick,DA_S05,13:09,07/03/2024,Mostly cloudy,"Fresh buffalo dung, heavily browsed",Slightly sloped,25,35,160,370,630,1040,ECO_30,"",species_level,145,22,55,12,8
AN_S05_P05,Aristida canescens,1,Graminoid,ug (Sparse upward graminoid),19,10,6,Absent,,absent,Thin linear,medium,Not cagey,,"",38,"",Ant's Farm,AN_S05,15:53,11/03/2024,"Sunny, windy",Herd of Giraffe just left the area when we arrived,Flat,40,5,10,35,320,200,"","",species_level,136,19,55,11,5
LA_S01_P01,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),35,2,1,Absent,,Absent,Thin linear,low,Not cagey,,"",60,"",Lapalala,LA_S01,8:26,15/02/2024,"Sunny, no clouds","Impala poop x 2, spoor",Flat,25,0,240,240,840,230,"","",species_level,88,9,32,12,6
LA_S01_P02,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),30,5,5,Absent,,Absent,Thin linear,low,Not cagey,,"",40,"",Lapalala,LA_S01,12:22,15/02/2024,"Sunny, no clouds",No obvious signs,Flat,40,0,280,230,470,280,"","",species_level,88,15,32,12,7
LA_S01_P04,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),10,5,4,Absent,,Absent,Thin linear,low,Not cagey,,"",40,"",Lapalala,LA_S01,15:09,16/02/2024,"Sunny, no clouds",No obvious signs,Flat,46,0,160,70,580,180,"","",species_level,88,13,32,12,7
LA_S01_P05,Aristida congesta,5,Graminoid,ug (Sparse upward graminoid),18,27,12,Absent,,Absent,Thin linear,low,Not cagey,,"",15,"",Lapalala,LA_S01,16:00,16/02/2024,"Sunny, no clouds",No obvious signs,Flat,60,0,780,300,715,610,"","",species_level,88,11,32,12,7
LA_S02_P01,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),30,10,4,Absent,,Absent,Thin linear,low,Not cagey,,"",45,"",Lapalala,LA_S02,8:00,16/02/2024,"Sunny, no clouds",No obvious signs,Flat,45,5,101,190,900,470,"","",species_level,88,12,32,9,7
LA_S02_P02,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),35,8,4,Absent,,Absent,Thin linear,low,Not cagey,,"",60,"",Lapalala,LA_S02,9:19,16/02/2024,"Sunny, no clouds",Old feces,Flat,30,20,250,110,500,110,"","",species_level,88,7,32,9,3
LA_S02_P03,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),20,2,2,Absent,,Absent,Thin linear,low,Not cagey,,"",40,"",Lapalala,LA_S02,10:35,16/02/2024,"Sunny, no clouds",No obvious signs,Flat,30,20,390,400,420,710,ECO_05,"",species_level,88,7,32,9,5
LA_S02_P04,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),20,5,2,Absent,,Absent,Thin linear,low,Not cagey,,"",35,"",Lapalala,LA_S02,"",16/02/2024,"Sunny, no clouds",Elephant dung,Flat,10,5,120,100,450,130,"","",species_level,88,15,32,9,5
LA_S02_P05,Aristida congesta,2,Graminoid,ug (Sparse upward graminoid),35,8,2,Absent,,Absent,Thin linear,low,Not cagey,,"",60,"",Lapalala,LA_S02,13:00,16/02/2024,"Sunny, no clouds",No obvious signs,Flat,35,5,170,140,300,610,"","",species_level,88,12,32,9,7
LA_S03_P02,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),15,10,2,Absent,,Absent,Thin linear,low,Not cagey,,"",29,"",Lapalala,LA_S03,11:39,17/02/2024,"Sunny, hot, windy",No obvious signs,Flat,75,0,220,180,430,570,"","",species_level,88,13,45,11,7
LA_S03_P03,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),20,20,10,Absent,,Absent,Thin linear,low,Not cagey,,"",50,"",Lapalala,LA_S03,13:03,17/02/2024,"Sunny, hot, windy","Spoor, old rhino/elephant dung","Flat, slight slope",80,0,190,260,530,100,ECO_02,"",species_level,88,9,45,11,5
LA_S05_P01,Aristida congesta,2,Graminoid,at (Angry tussock graminoid),35,5.3,2.6,Absent,,Absent,Thin linear,low,Not cagey,,"",48.3,"",Lapalala,LA_S05,13:29,18/02/2024,"Sunny, windy","",Flat,55,0,50,310,310,685,"","",species_level,88,8,29,11,6
LA_S05_P02,Aristida congesta,2,Graminoid,ug (Sparse upward graminoid),19.5,3.5,2,Absent,,Absent,Thin linear,low,Not cagey,,"",40.5,"",Lapalala,LA_S05,14:18,18/02/2024,"Sunny, windy","Spoor, old dung",Flat,95,0,240,460,840,348,"","",species_level,88,9,29,11,4
LA_S05_P04,Aristida congesta,5,Graminoid,ug (Sparse upward graminoid),11.5,6.5,4.5,Absent,,Absent,Thin linear,low,Not cagey,,"",51.5,"",Lapalala,LA_S05,15:55,18/02/2024,"Hot, windy","spoor, impala/steenbok dung",Flat,40,0,350,110,640,610,"","",species_level,88,9,29,11,5
LA_S04_P05,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),10,4,2.5,Absent,,Absent,Thin linear,low,Not cagey,,"",51,"",Lapalala,LA_S04,12:10,18/02/2024,"Hot, sunny, windy",impala dung,Flat,90,2,75,165,160,340,"","",species_level,88,8,36,10,6
LA_S04_P04,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),15,9,6,Absent,,Absent,Thin linear,low,Not cagey,,"",24,"",Lapalala,LA_S04,11:19,18/02/2024,"Hot, sunny, windy",No obvious signs,Flat,80,0,170,120,250,160,"","",species_level,88,11,36,10,4
JE_S01_P02,Aristida congesta,2,Graminoid,rt (Relaxed tussock graminoid),5,15,7,Absent,,Absent,Thin linear,medium,Not cagey,,"",47,"",Jembisa,JE_S01,12:50,21/02/2024,Sunny,"Path through corner, zebra tracks, and diggings of sort in plot",Flat,60,0,350,440,400,900,ECO_06,Wetter than other sites/ plots,species_level,102,13,30,9,6
JE_S01_P03,Aristida congesta,10,Graminoid,rt (Relaxed tussock graminoid),11,8,8,Absent,,Absent,Thin linear,medium,Not cagey,,"",75,"",Jembisa,JE_S01,13:52,21/02/2024,Sunny,"Next to path, some debra dung and spoor",Flat,30,0,100,130,300,590,ECO_06,"",species_level,102,13,30,9,7
JE_S01_P04,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),10,10,10,Absent,,Absent,Thin linear,high,Semi cagey,,"",55,"",Jembisa,JE_S01,14:58,21/02/2024,Raining,"Wildlife path nearby, dung of multiple species",Flat,40,0,300,330,110,420,ECO_06,"",species_level,102,11,30,9,5
JE_S03_P01,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),9,9,3.5,Absent,,Absent,Thin linear,low,Not cagey,,"",40,"",Jembisa,JE_S03,14:12,22/02/2024,Sunny,Old zebra dung,"Flat, very rocky",50,30,260,200,210,240,ECO_08,"",species_level,102,10,42,9,5
JE_S03_P02,Aristida congesta,2,Graminoid,ug (Sparse upward graminoid),15,4,3,Absent,,Absent,Thin linear,low,Not cagey,,"",70,"",Jembisa,JE_S03,14:44,22/02/2024,"Sunny, some clouds","Fresh antelope dung, strong smell",Flat,85,0,30,110,300,120,ECO_08,"",species_level,102,18,42,9,7
JE_S03_P03,Aristida congesta,10,Graminoid,ug (Sparse upward graminoid),2.5,5,5,Absent,,Absent,Thin linear,low,Not cagey,,"",35,"",Jembisa,JE_S03,15:31,22/02/2024,Sunny,"Next to path, browsing damage",Flat,20,0,110,230,930,180,ECO_08,"",species_level,102,20,42,9,7
JE_S02_P01,Aristida congesta,2,Graminoid,ug (Sparse upward graminoid),35,25,10,Absent,,Absent,Thin linear,low,Not cagey,,"",60,"",Jembisa,JE_S02,10:15,22/02/2024,"Sunny, no clouds","path, old dung, herd of wildebeest present at arrival",Flat,20,0,70,130,310,120,ECO_07,"comparatively short veg, close to wildlife path",species_level,102,18,42,12,8
JE_S02_P02,Aristida congesta,5,Graminoid,rt (Relaxed tussock graminoid),11,8,8,Absent,,Absent,Thin linear,low,Not cagey,,"",40,"",Jembisa,JE_S02,11:16,22/02/2024,"Sunny, no clouds",dung,Flat,50,0,5,20,220,170,"","",species_level,102,15,42,12,7
JE_S02_P03,Aristida congesta,2,Graminoid,ug (Sparse upward graminoid),13,3,3,Absent,,Absent,Thin linear,low,Not cagey,,"",35,"",Jembisa,JE_S02,12:12,22/02/2024,"Sunny, no clouds",Path through one side,Flat,75,0,250,320,450,850,"","",species_level,102,15,42,12,6
JE_S02_P04,Aristida congesta,2,Graminoid,rt (Relaxed tussock graminoid),7,2,1.5,Absent,,Absent,Thin linear,low,Not cagey,,"",31,"",Jembisa,JE_S02,12:47,22/02/2024,Sunny,"",Flat,40,0,100,130,460,300,"","",species_level,102,11,42,12,7
JE_S02_P05,Aristida congesta,2,Graminoid,ug (Sparse upward graminoid),6,9,6,Absent,,Absent,Thin linear,low,Not cagey,,"",35,"",Jembisa,JE_S02,13:10,22/02/2024,Sunny,Antelope dung,Flat,25,5,180,170,500,180,"","",species_level,102,14,42,12,7
JE_S04_P01,Aristida congesta,1,Graminoid,rt (Relaxed tussock graminoid),9,3,3,Absent,,Absent,Thin linear,low,Not cagey,,"",31,"",Jembisa,JE_S04,8:03,23/02/2024,Sunny,"path nearby, dung",Flat,30,0,110,380,110,450,"","",species_level,102,20,47,11,8
JE_S05_P01,Aristida congesta,10,Graminoid,ug (Sparse upward graminoid),12,10,5,Absent,,Absent,Thin linear,low,Not cagey,,"",60,"",Jembisa,JE_S05,13:11,23/02/2024,"Sunny, some clouds",Dung of multiple species,Flat,75,0,240,220,1040,220,ECO_10,"",species_level,102,14,38,10,6
JE_S04_P02,Aristida congesta,1,Graminoid,rt (Relaxed tussock graminoid),24,7,6.5,Absent,,Absent,Thin linear,low,Not cagey,,"",69,"",Jembisa,JE_S04,9:16,23/02/2024,Sunny,some plants eaten,Flat,25,0,120,170,340,220,ECO_09,"",species_level,102,13,47,11,6
JE_S04_P03,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),8,6,5.5,Absent,,Absent,Thin linear,low,Not cagey,,"",35,"",Jembisa,JE_S04,10:08,23/02/2024,Sunny,"dung in plot, some plants show signs of herbivory",Flat,30,5,460,110,500,180,"","",species_level,102,20,47,11,8
JE_S04_P04,Aristida congesta,2,Graminoid,rt (Relaxed tussock graminoid),3.5,3.5,1,Absent,,Absent,Thin linear,low,Not cagey,,"",64,"",Jembisa,JE_S04,11:05,23/02/2024,Sunny,path nearby,Flat,20,0,250,420,570,710,"","",species_level,102,18,47,11,7
JE_S04_P05,Aristida congesta,2,Graminoid,ug (Sparse upward graminoid),6,5.5,7,Absent,,absent,Thin linear,low,Not cagey,,"",55,"",Jembisa,JE_S04,11:58,23/02/2024,Sunny,"Some dung, path nearby ",Flat,25,15,100,100,350,410,"","",species_level,102,13,47,11,6
WI_S01_P01,Aristida congesta,1,Graminoid,rt (Relaxed tussock graminoid),8,7,5,Absent,,absent,Thin linear,medium,Not cagey,,"",39,"",Willowisp,WI_S01,7:32,24/02/2024,Sunny,No obvious signs,Flat,10,30,170,70,530,610,"","",species_level,108,26,58,11,8
JE_S05_P03,Aristida congesta,2,Graminoid,ug (Sparse upward graminoid),10,5,5,"",,absent,Thin linear,low,Not cagey,,"",70,"",Jembisa,JE_S05,14:51,23/02/2024,Sunny,Browsing damage,Flat,25,0,160,290,300,370,"","",species_level,102,12,38,10,6
JE_S05_P05,Aristida congesta,1,Graminoid,rt (Relaxed tussock graminoid),13,6,6,"",,absent,Thin linear,low,Not cagey,,"",45,"",Jembisa,JE_S05,16:30,23/02/2024,Sunny,Heavy browsing,Flat,45,0,80,50,200,180,"","",species_level,102,14,38,10,7
WI_S01_P02,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),3.5,1.5,1.5,Absent,,absent,Thin linear,low,Not cagey,,"",36.5,"",Willowisp,WI_S01,9:02,24/02/2024,"Sunny, windy",No obvious signs,Flat,10,0,710,450,1000,710,"","",species_level,108,19,58,11,6
WI_S05_P02,Aristida congesta,2,Graminoid,ug (Sparse upward graminoid),12,7,5,Absent,,absent,Thin linear,low,Not cagey,,"",45,"",Willowisp,WI_S05,15:51,25/02/2024,Sunny,No obvious signs,Flat,25,0,270,151,163,427,"","",species_level,108,11,36,13,6
WI_S05_P04,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),6,7,3,Absent,,absent,Thin linear,low,Not cagey,,"",35,"",Willowisp,WI_S05,17:13,25/02/2024,Sunny,No obvious signs,Flat,50,15,150,80,1000,450,"","",species_level,108,14,36,13,6
WI_S05_P05,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),20,5,5,Absent,,absent,Thin linear,low,Not cagey,,"",49,"",Willowisp,WI_S05,17:49,25/02/2024,Sunset,Impala spoor nearby,Flat,20,30,200,190,900,510,"","",species_level,108,12,36,13,7
WI_S01_P05,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),17,3,2,Absent,,leaves,Thin linear,low,Not cagey,,"",50,"",Willowisp,WI_S01,11:52,24/02/2024,Sunny,No obvious signs,Flat,15,0,190,110,360,370,"","",species_level,108,19,58,11,7
WI_S03_P03,Aristida congesta,1,Graminoid,rt (Relaxed tussock graminoid),18,6,4,Absent,,absent,Thin linear,low,Not cagey,,"",44,"",Willowisp,WI_S03,8:46,25/02/2024,Sunny,No obvious signs,Flat,40,0,95,121,282,110,"","",species_level,108,14,35,12,7
WI_S03_P04,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),7,5,3.5,Absent,,absent,Thin linear,low,Not cagey,,"",34,"",Willowisp,WI_S03,9:30,25/02/2024,Sunny,No obvious signs,Flat,60,0,270,100,250,130,"","",species_level,108,13,35,12,7
WI_S04_P01,Aristida congesta,2,Graminoid,ug (Sparse upward graminoid),11,6.5,3,Absent,,absent,Thin linear,low,Not cagey,,"",41,"",Willowisp,WI_S04,11:27,25/02/2024,Sunny,No obvious signs,Flat,75,0,290,130,300,370,"",general area is rocky,species_level,108,18,35,13,7
SY_S01_P02,Aristida congesta,2,Graminoid,ug (Sparse upward graminoid),10,10,3.5,Absent,,absent,Thin linear,low,Not cagey,,"",50,"",Syringa Sands,SY_S01,14:30,27/02/2024,Overcast,"",Flat,15,40,5,43,1050,410,"","",species_level,122,17,44,11,7
SY_S03_P03,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),10,3.5,1,Absent,,absent,Thin linear,low,Not cagey,,"",30,"",Syringa Sands,SY_S03,14:20,28/02/2024,"Sunny, some clouds",Some droppings,Flat,20,20,77,98,40,36,"",25% moss cover,species_level,122,16,44,12,9
SU_S01_P05,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),5,10,3,Absent,,absent,Thin linear,low,Not cagey,,"",21,"",Summerplace,SU_S01,17:47,01/03/2024,Sunset,Droppings nearby,Flat,60,0,100,30,470,480,"","",species_level,132,19,68,12,6
SU_S03_P02,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),24,5,3,Absent,,absent,Thin linear,low,Not cagey,,"",86,"",Summerplace,SU_S01,13:39,02/03/2024,Sunny,Some droppings,Flat,5,0,30,30,600,400,"","",species_level,132,15,68,12,7
SU_S04_P01,Aristida congesta,1,Graminoid,rt (Relaxed tussock graminoid),5,6,5,Absent,,absent,Thin linear,low,Not cagey,,"",51,"",Summerplace,SU_S05,7:23,03/03/2024,Sunny,"Browsing damage, some large antelope droppings nearby ",Flat,60,0,272,220,1717,2095,"","",species_level,132,18,67,12,5
SU_S04_P02,Aristida congesta,2,Graminoid,at (Angry tussock graminoid),14,20,15,Absent,,leaves,Thin linear,medium,Not cagey,,"",77,"",Summerplace,SU_S05,8:25,03/03/2024,Sunny,Browsing damage,Flat,30,0,20,70,410,30,"","",species_level,132,25,67,12,10
SU_S04_P03,Aristida congesta,2,Graminoid,rt (Relaxed tussock graminoid),28,12,7.5,Absent,,absent,Thin linear,medium,Not cagey,,"",82,"",Summerplace,SU_S05,9:35,03/03/2024,"Sunny, windy",No obvious signs,Flat,40,0,81,36,386,676,ECO_24,"",species_level,132,19,67,12,7
DA_S01_P01,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),6,6,4,Absent,,absent,Thin linear,low,Not cagey,,"",41,"",Dabchick,DA_S01,13:05,05/03/2024,"Sunny, very windy ",Antelope droppings,Slightly sloped,30,15,60,20,108,80,"","",species_level,145,25,58,10,9
DA_S01_P02,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),4,5,3,Absent,,absent,Thin linear,low,Not cagey,,"",42,"",Dabchick,DA_S01,14:23,05/03/2024,"Sunny, very windy ",Old droppings,Slightly sloped,65,15,84,88,534,136,"","",species_level,145,23,58,10,7
DA_S01_P03,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),1.5,4,2.5,Absent,,absent,Thin linear,low,Not cagey,,"",43,"",Dabchick,DA_S01,15:34,05/03/2024,"Sunny, very windy ",Old droppings everywhere,Flat,60,20,72,40,235,215,"","",species_level,145,18,58,10,6
DA_S01_P05,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),4,4,2,Absent,,absent,Thin linear,low,Not cagey,,"",40,"",Dabchick,DA_S01,17:14,05/03/2024,"Overcast, thunder",Buffalo droppings on plot,Flat,70,5,10,40,310,150,"","",species_level,145,18,58,10,5
DA_S03_P01,Aristida congesta,5,Graminoid,ug (Sparse upward graminoid),7,6,2,Absent,,absent,Thin linear,low,Not cagey,,"",56,"",Dabchick,DA_S03,12:16,06/03/2024,"Hot, sunny, windy",Old droppings nearby,Flat,70,0,60,300,373,360,"","",species_level,145,20,51,10,6
DA_S03_P02,Aristida congesta,2,Graminoid,ug (Sparse upward graminoid),7,5,4,Absent,,absent,Thin linear,low,Not cagey,,"",41,"",Dabchick,DA_S03,13:15,06/03/2024,"Hot, sunny, windy",Old droppings in plot,Flat,50,0,70,80,310,100,"","",species_level,145,20,51,10,8
DA_S03_P03,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),7,8,4,Absent,,absent,Thin linear,low,Not cagey,,"",32,"",Dabchick,DA_S03,14:08,06/03/2024,"Hot, sunny, windy","Rhino dung in plot, antelope droppings nearby",Flat,30,0,40,125,193,282,"","",species_level,145,24,51,10,7
DA_S03_P04,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),4,6,5,Absent,,absent,Thin linear,low,Not cagey,,"",10,"",Dabchick,DA_S03,15:05,06/03/2024,"Sunny, some clouds",Old droppings,Flat,70,0,90,140,190,200,"","",species_level,145,15,51,10,6
DA_S02_P01,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),3,2.5,2.5,Absent,,absent,Thin linear,low,Not cagey,,"",42,"",Dabchick,DA_S02,7:00,06/03/2024,Sunny,"",Flat,50,0,60,40,120,170,"","",species_level,145,24,43,13,11
DA_S02_P02,Aristida congesta,1,Graminoid,rt (Relaxed tussock graminoid),0.5,5,4,Absent,,absent,Thin linear,low,Not cagey,,"",41,"",Dabchick,DA_S02,8:04,06/03/2024,"Sunny, windy ",Antelope droppings in plot,Flat,40,0,25,130,660,160,"","",species_level,145,19,43,13,9
DA_S02_P03,Aristida congesta,5,Graminoid,ug (Sparse upward graminoid),2,2.5,2,Absent,,absent,Thin linear,low,Not cagey,,"",45,"",Dabchick,DA_S02,9:06,06/03/2024,"Sunny, windy",Antelope droppings in plot,Flat,55,0,122,258,390,498,"","",species_level,145,18,43,13,6
DA_S03_P05,Aristida congesta,5,Graminoid,ug (Sparse upward graminoid),5,5,5,Absent,,absent,Thin linear,low,Not cagey,,"",44,"",Dabchick,DA_S03,15:44,06/03/2024,"Hot, sunny, some clouds",Old droppings in plot,Flat,65,0,170,30,770,410,"","",species_level,145,18,51,10,6
DA_S04_P01,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),5,6,3,Absent,,absent,Thin linear,low,Not cagey,,"",62,"",Dabchick,DA_S04,7:18,07/03/2024,Overcast,Antelope droppings next to plot,Flat,60,0,30,46,170,69,"",Very sandy soil,species_level,145,13,34,8,6
DA_S05_P02,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),5,7,4,Absent,,absent,Thin linear,low,Not cagey,,"",38,"",Dabchick,DA_S05,12:22,07/03/2024,Mostly cloudy,Lots of antelope droppings nearby,Flat,45,15,90,60,165,50,"","",species_level,145,18,55,12,8
AN_S01_P01,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),2,3,2.5,Absent,,absent,Thin linear,low,Not cagey,,"",35,"",Ant's Farm,AN_S01,14:48,09/03/2024,"Sunny, some clouds","Antelope droppings in plot, a dazzle of zebras nearby. ",Flat,15,0,90,150,990,80,"","",species_level,136,17,47,10,5
AN_S01_P03,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),3,2,1.5,Absent,,absent,Thin linear,low,Not cagey,,"",30,"",Ant's Farm,AN_S01,16:24,09/03/3024,Overcast,"Heavily browsed, antelope droppings ",Flat,50,0,320,90,580,360,"","",species_level,136,18,47,10,6
AN_S03_P01,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),7,2,1,Absent,,absent,Thin linear,low,Not cagey,,"",62,"",Ant's Farm,AN_S03,11:50,10/03/2024,"Sunny, hot",Some browsing,Flat,20,15,180,202,277,400,"","",species_level,136,21,53,12,8
AN_S02_P02,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),7,3.5,3,Absent,,absent,Thin linear,low,Not cagey,,"",30,"",Ant's Farm,AN_S02,8:32,10/03/2024,Sunny,No obvious signs,Flat,60,0,30,62,152,70,"","",species_level,136,13,39,12,6
AN_S03_P02,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),6,5,4,Absent,,absent,Thin linear,low,Not cagey,,"",48,"",Ant's Farm,AN_S03,13:00,10/03/2024,Sunny,"Antelope tracks, old buffalo dung ",Flat,40,10,60,55,168,330,"","",species_level,136,17,53,12,8
AN_S02_P05,Aristida congesta,5,Graminoid,ug (Sparse upward graminoid),11,10,8,Absent,,absent,Thin linear,low,Not cagey,,"",22.5,"",Ant's Farm,AN_S02,10:40,10/03/2024,Sunny,"Antelope droppings, browser",Flat,50,0,60,140,556,100,"","",species_level,136,14,39,12,7
AN_S03_P03,Aristida congesta,5,Graminoid,ug (Sparse upward graminoid),7,8,4,Absent,,absent,Thin linear,low,Not cagey,,"",41,"",Ant's Farm,AN_S03,13:46,10/03/2024,"Sunny, hot",Antelope droppings in plot,Slightly sloped,20,20,105,95,230,250,ECO_33,"",species_level,136,19,53,12,9
AN_S03_P04,Aristida congesta,5,Graminoid,ug (Sparse upward graminoid),6,6,4,Absent,,absent,Thin linear,low,Not cagey,,"",63,"",Ant's Farm,AN_S03,14:41,10/03/2024,"Sunny, some clouds",Antelope droppings nearby,Flat,20,20,225,93,308,130,"","",species_level,136,14,53,12,5
AN_S05_P01,Aristida congesta,2,Graminoid,ug (Sparse upward graminoid),8,3,2,Absent,,absent,Thin linear,low,Not cagey,,"",55,"",Ant's Farm,AN_S05,12:34,11/03/2024,"Hot, sunny","Zebras nearby, antelope droppings, browsing damage",Flat,25,10,30,145,370,183,"","",species_level,136,19,55,11,7
AN_S05_P02,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),6,6,2,Absent,,absent,Thin linear,low,Not cagey,,"",40,"",Ant's Farm,AN_S05,13:22,11/03/2024,"Hot, sunny, windy",No obvious signs,Flat,70,0,40,53,300,92,"",Very sandy soil,species_level,136,23,55,11,8
AN_S04_P02,Aristida congesta,1,Graminoid,ug (Sparse upward graminoid),6,5,3,Absent,,absent,Thin linear,low,Not cagey,,"",63,"",Ant's Farm,AN_S04,8:15,11/03/2024,Sunny,Antelope droppings,Flat,60,0,309,119,275,290,"",Very sandy soil,species_level,136,21,51,9,6
AN_S05_P05,Aristida congesta,2,Graminoid,ug (Sparse upward graminoid),17,6,6,Absent,,absent,Thin linear,low,Not cagey,,"",49,"",Ant's Farm,AN_S05,15:53,11/03/2024,"Sunny, windy",Herd of Giraffe just left the area when we arrived,Flat,40,5,10,35,320,200,"","",species_level,136,19,55,11,5
